stopPointRef,no_of_buses
NSR:Quay:15779,5139
NSR:Quay:46307,7580
NSR:Quay:5061,965
NSR:Quay:22382,4129
NSR:Quay:77140,7795
NSR:Quay:45820,1859
NSR:Quay:52109,5210
NSR:Quay:56711,3716
14387914,3864
NSR:Quay:75097,3839
NSR:Quay:41668,4409
NSR:Quay:12939,6575
NSR:Quay:30392,6472
NSR:Quay:17949,1034
NSR:Quay:50884,3550
NSR:Quay:57610,1218
NSR:Quay:77313,892
NSR:Quay:80704,1000
NSR:Quay:38452,736
NSR:Quay:25399,738
NSR:Quay:18893,2533
NSR:Quay:24101,5300
NSR:Quay:90674,1581
NSR:Quay:38042,689
NSR:Quay:32494,427
NSR:Quay:105582,334
NSR:Quay:26671,568
NSR:Quay:44222,1840
NSR:Quay:27801,1991
NSR:Quay:50625,4592
NSR:Quay:24003,715
NSR:Quay:67443,420
NSR:Quay:58380,1686
NSR:Quay:17191,558
NSR:Quay:21944,388
NSR:Quay:54892,2821
NSR:Quay:57190,1538
NSR:Quay:68510,2574
NSR:Quay:89176,3310
NSR:Quay:69386,489
NSR:Quay:69968,3543
NSR:Quay:57032,2100
NSR:Quay:98032,216
NSR:Quay:48065,726
NSR:Quay:968,4773
NSR:Quay:27283,1340
NSR:Quay:40055,3775
NSR:Quay:13355,1637
NSR:Quay:25286,1194
14417525,1455
NSR:Quay:60286,1095
NSR:Quay:43552,734
NSR:Quay:92142,1084
NSR:Quay:89666,2394
NSR:Quay:45584,1202
NSR:Quay:1896,518
NSR:Quay:18318,690
NSR:Quay:78976,772
NSR:Quay:23436,621
NSR:Quay:62346,446
NSR:Quay:105148,201
NSR:Quay:82772,1818
NSR:Quay:97576,1275
NSR:Quay:17508,2004
NSR:Quay:23644,910
NSR:Quay:73720,1163
NSR:Quay:72599,2727
NSR:Quay:49919,3390
NSR:Quay:89227,649
NSR:Quay:87589,2272
NSR:Quay:2132,4675
NSR:Quay:37223,776
NSR:Quay:74234,518
NSR:Quay:50703,1181
NSR:Quay:83366,1194
NSR:Quay:24999,1359
NSR:Quay:27897,576
NSR:Quay:98134,3007
NSR:Quay:43991,1822
14281149,2908
NSR:Quay:33178,556
NSR:Quay:34158,1005
NSR:Quay:1815,216
NSR:Quay:95377,568
NSR:Quay:90370,382
NSR:Quay:48728,632
NSR:Quay:91889,2501
NSR:Quay:41121,1549
NSR:Quay:55981,565
NSR:Quay:90721,229
NSR:Quay:97407,1497
NSR:Quay:83376,2364
NSR:Quay:67373,728
NSR:Quay:98225,829
NSR:Quay:79616,181
NSR:Quay:100352,1221
NSR:Quay:33553,3522
14133160,1330
NSR:Quay:98271,638
NSR:Quay:68717,4416
NSR:Quay:17165,558
NSR:Quay:86934,104
NSR:Quay:85525,1010
NSR:Quay:73262,864
NSR:Quay:95939,448
NSR:Quay:89990,467
NSR:Quay:61999,883
NSR:Quay:37572,366
NSR:Quay:29121,1009
NSR:Quay:2033,166
NSR:Quay:60352,441
NSR:Quay:17551,676
NSR:Quay:2744,462
NSR:Quay:7601,907
NSR:Quay:84040,546
NSR:Quay:104369,155
NSR:Quay:49110,981
NSR:Quay:55932,5589
NSR:Quay:28929,411
NSR:Quay:68697,1130
NSR:Quay:20379,1548
NSR:Quay:101117,922
NSR:Quay:32987,1899
NSR:Quay:31173,304
NSR:Quay:84314,2048
NSR:Quay:104623,648
NSR:Quay:36004,2895
NSR:Quay:38671,335
NSR:Quay:14552,505
NSR:Quay:44977,620
NSR:Quay:27788,1516
NSR:Quay:51831,401
NSR:Quay:37699,855
NSR:Quay:90322,569
NSR:Quay:2109,1035
NSR:Quay:82220,420
NSR:Quay:108721,184
NSR:Quay:91563,2199
NSR:Quay:48155,838
NSR:Quay:79176,312
NSR:Quay:74903,503
NSR:Quay:31997,808
NSR:Quay:15318,1076
NSR:Quay:3963,3374
NSR:Quay:80900,1275
NSR:Quay:77555,882
NSR:Quay:72438,945
NSR:Quay:46889,183
NSR:Quay:15060,433
NSR:Quay:13530,772
NSR:Quay:50167,3101
NSR:Quay:12334,482
NSR:Quay:77417,824
NSR:Quay:43695,570
NSR:Quay:17454,282
NSR:Quay:92187,1155
NSR:Quay:50028,1739
NSR:Quay:65168,107
NSR:Quay:16928,597
NSR:Quay:15914,589
NSR:Quay:70317,650
NSR:Quay:68501,1005
NSR:Quay:21276,476
NSR:Quay:1583,444
NSR:Quay:94942,2108
NSR:Quay:43837,1028
14313620,503
NSR:Quay:2010,353
NSR:Quay:79672,93
NSR:Quay:26215,525
NSR:Quay:78408,2563
NSR:Quay:91397,1742
NSR:Quay:36385,129
NSR:Quay:90654,855
NSR:Quay:18502,552
NSR:Quay:39745,1042
NSR:Quay:87371,189
NSR:Quay:16141,182
NSR:Quay:65969,1080
NSR:Quay:78397,664
NSR:Quay:5085,583
NSR:Quay:24825,926
NSR:Quay:103581,876
NSR:Quay:91350,404
14114812,796
NSR:Quay:110283,1620
NSR:Quay:34921,1330
NSR:Quay:94408,746
NSR:Quay:73540,1035
NSR:Quay:16717,227
NSR:Quay:104885,350
NSR:Quay:17569,1127
NSR:Quay:88437,1901
NSR:Quay:72235,350
NSR:Quay:4070,207
NSR:Quay:77431,497
14497084,411
NSR:Quay:55003,363
NSR:Quay:72996,368
NSR:Quay:16712,171
NSR:Quay:27397,576
NSR:Quay:101656,295
NSR:Quay:72018,351
NSR:Quay:82396,932
NSR:Quay:62607,68
NSR:Quay:38383,804
NSR:Quay:108701,317
NSR:Quay:55755,355
NSR:Quay:79333,401
NSR:Quay:78409,907
NSR:Quay:45486,745
NSR:Quay:111198,211
NSR:Quay:102456,187
NSR:Quay:107716,184
NSR:Quay:60739,520
NSR:Quay:14253,210
NSR:Quay:86170,800
NSR:Quay:38746,458
NSR:Quay:21454,278
NSR:Quay:76897,235
NSR:Quay:14198,209
NSR:Quay:14828,201
NSR:Quay:88395,307
NSR:Quay:92634,430
NSR:Quay:31183,499
NSR:Quay:1230,404
NSR:Quay:27540,688
NSR:Quay:35262,250
NSR:Quay:107246,189
NSR:Quay:78063,353
NSR:Quay:52116,96
NSR:Quay:20872,183
NSR:Quay:78379,162
NSR:Quay:76459,500
NSR:Quay:32282,193
NSR:Quay:92426,50
NSR:Quay:80498,217
NSR:Quay:69233,61
NSR:Quay:17070,184
NSR:Quay:79975,73
NSR:Quay:76219,9
NSR:Quay:66468,51
9025915017804301,1
NSR:Quay:107499,4
9025915002502501,1
NSR:Quay:99562,3
9025915004825301,1
9025915020201601,1
NSR:Quay:68340,2
9025915002723001,1
NSR:Quay:32309,9166
NSR:Quay:69243,14157
14322339,3121
NSR:Quay:30860,16904
NSR:Quay:11939,57600
NSR:Quay:22470,4180
NSR:Quay:24553,10409
NSR:Quay:82494,3674
NSR:Quay:85107,456
NSR:Quay:56023,9330
NSR:Quay:31763,9170
NSR:Quay:17970,23166
NSR:Quay:41599,18571
NSR:Quay:106904,12054
NSR:Quay:25178,25059
NSR:Quay:12036,129522
NSR:Quay:17694,3981
NSR:Quay:18814,4921
NSR:Quay:43143,22676
NSR:Quay:24244,1327
NSR:Quay:100341,10928
NSR:Quay:42326,5146
NSR:Quay:100110,4649
NSR:Quay:70504,1154
NSR:Quay:29601,6897
NSR:Quay:71567,318
NSR:Quay:105466,33572
NSR:Quay:9247,34538
NSR:Quay:48920,4960
NSR:Quay:22078,579
NSR:Quay:51927,21560
NSR:Quay:41293,165811
NSR:Quay:33246,8399
NSR:Quay:47387,23796
NSR:Quay:18487,3856
NSR:Quay:11315,36110
NSR:Quay:3646,7234
NSR:Quay:44926,50436
NSR:Quay:45080,2171
NSR:Quay:9994,18938
NSR:Quay:47612,925
NSR:Quay:8542,11258
NSR:Quay:16531,17360
NSR:Quay:54182,12124
NSR:Quay:56909,2443
NSR:Quay:51179,32032
NSR:Quay:66068,19297
NSR:Quay:87082,6232
NSR:Quay:31644,7816
NSR:Quay:101344,22487
NSR:Quay:5654,34204
NSR:Quay:75601,19399
NSR:Quay:74626,22444
NSR:Quay:109772,2274
NSR:Quay:49196,18489
NSR:Quay:104276,333
NSR:Quay:45046,13156
NSR:Quay:3552,5765
NSR:Quay:9704,29871
NSR:Quay:8081,36337
NSR:Quay:96061,9841
NSR:Quay:91283,435
NSR:Quay:6858,43560
NSR:Quay:74745,1107
NSR:Quay:43213,14697
NSR:Quay:12254,29733
NSR:Quay:74544,2276
NSR:Quay:86393,1435
NSR:Quay:55430,12574
NSR:Quay:54553,3361
NSR:Quay:10895,15240
NSR:Quay:6630,18973
NSR:Quay:38988,5306
NSR:Quay:73881,32216
NSR:Quay:56027,10530
NSR:Quay:10366,21712
NSR:Quay:49176,44333
NSR:Quay:38524,12383
NSR:Quay:109639,6788
NSR:Quay:109943,15657
NSR:Quay:9519,4399
NSR:Quay:41653,19711
NSR:Quay:38804,37705
NSR:Quay:7113,21293
NSR:Quay:122002,21264
NSR:Quay:71273,18314
NSR:Quay:47235,23800
NSR:Quay:73076,704
NSR:Quay:51420,9061
14291673,3653
NSR:Quay:31919,8693
NSR:Quay:40035,5221
NSR:Quay:71148,8425
NSR:Quay:9008,16656
NSR:Quay:73905,2375
NSR:Quay:16690,2094
NSR:Quay:50620,11037
NSR:Quay:69972,7595
NSR:Quay:12708,19805
NSR:Quay:49059,6522
NSR:Quay:48659,14646
NSR:Quay:29944,13939
NSR:Quay:28969,8859
NSR:Quay:102991,8709
NSR:Quay:55031,3048
NSR:Quay:45273,460
NSR:Quay:8493,9924
NSR:Quay:17174,558
NSR:Quay:101161,447
NSR:Quay:30109,11129
NSR:Quay:48785,19101
NSR:Quay:4167,14130
NSR:Quay:9798,23446
NSR:Quay:74458,2188
NSR:Quay:98133,3002
NSR:Quay:44226,814
NSR:Quay:68620,3945
NSR:Quay:70667,4950
NSR:Quay:4495,31085
NSR:Quay:53675,36733
NSR:Quay:10620,8845
NSR:Quay:43077,20453
NSR:Quay:48054,4074
NSR:Quay:88673,23570
NSR:Quay:53394,23026
NSR:Quay:74434,4282
NSR:Quay:68568,2789
NSR:Quay:12687,10827
NSR:Quay:58569,9965
NSR:Quay:88268,1580
NSR:Quay:58620,6715
NSR:Quay:31135,6662
NSR:Quay:30546,8389
NSR:Quay:101696,7476
NSR:Quay:736,13654
NSR:Quay:26498,4521
NSR:Quay:66014,9837
NSR:Quay:48988,804
NSR:Quay:33081,517
NSR:Quay:102055,12040
NSR:Quay:37450,1276
NSR:Quay:12193,1033
NSR:Quay:30888,2180
NSR:Quay:37400,499
NSR:Quay:88516,468
NSR:Quay:1476,5902
NSR:Quay:6962,23828
NSR:Quay:33563,10860
NSR:Quay:10412,10173
NSR:Quay:44240,9000
NSR:Quay:89860,1248
NSR:Quay:30362,6351
NSR:Quay:30544,3684
NSR:Quay:50187,3111
NSR:Quay:3594,7094
NSR:Quay:68121,2900
NSR:Quay:58714,1225
NSR:Quay:90203,1943
NSR:Quay:93826,677
NSR:Quay:34902,6612
NSR:Quay:49869,3042
NSR:Quay:69099,2465
NSR:Quay:77773,767
NSR:Quay:8966,8699
NSR:Quay:40721,1482
NSR:Quay:55335,8557
NSR:Quay:34359,1394
NSR:Quay:3418,11948
NSR:Quay:38755,1120
NSR:Quay:104630,2194
NSR:Quay:15312,1076
NSR:Quay:39381,17975
NSR:Quay:104251,1764
NSR:Quay:23830,7812
NSR:Quay:74335,1008
NSR:Quay:28798,1448
NSR:Quay:19182,806
NSR:Quay:37298,17171
NSR:Quay:62050,1285
NSR:Quay:92714,502
NSR:Quay:38693,1874
NSR:Quay:39954,3322
NSR:Quay:59987,140
NSR:Quay:36816,1998
NSR:Quay:52949,2811
NSR:Quay:86403,1564
NSR:Quay:36603,4375
NSR:Quay:51325,3931
NSR:Quay:93778,459
NSR:Quay:68513,1196
NSR:Quay:83432,2797
NSR:Quay:44966,6551
NSR:Quay:73185,3825
NSR:Quay:57311,944
NSR:Quay:17505,1694
NSR:Quay:39470,1811
NSR:Quay:104932,1533
NSR:Quay:103425,552
NSR:Quay:51665,1466
NSR:Quay:47363,8200
NSR:Quay:27639,14710
NSR:Quay:103027,5011
NSR:Quay:31015,6597
NSR:Quay:72138,1265
NSR:Quay:24491,1767
NSR:Quay:5903,6728
NSR:Quay:37472,1299
NSR:Quay:69781,397
NSR:Quay:81305,681
NSR:Quay:7025,6284
NSR:Quay:75144,11024
NSR:Quay:28325,578
NSR:Quay:53787,3195
NSR:Quay:106159,134
NSR:Quay:35807,2326
NSR:Quay:78404,1244
NSR:Quay:29641,7032
NSR:Quay:16284,1091
NSR:Quay:57934,1218
NSR:Quay:53202,2315
NSR:Quay:52167,2712
NSR:Quay:24780,1409
NSR:Quay:82658,4285
NSR:Quay:81446,491
NSR:Quay:107916,737
NSR:Quay:84904,4348
NSR:Quay:38557,1448
NSR:Quay:70143,3526
NSR:Quay:74623,218
NSR:Quay:103057,6924
NSR:Quay:55351,5629
NSR:Quay:38167,1402
NSR:Quay:34393,5785
NSR:Quay:52002,2146
NSR:Quay:90437,1540
NSR:Quay:81152,846
NSR:Quay:34811,3655
NSR:Quay:104702,1961
NSR:Quay:69485,2340
NSR:Quay:12750,862
NSR:Quay:48941,736
NSR:Quay:92519,805
NSR:Quay:82014,908
NSR:Quay:69054,1132
NSR:Quay:29514,1249
NSR:Quay:13548,1970
NSR:Quay:91582,1004
NSR:Quay:92540,799
NSR:Quay:27943,11995
NSR:Quay:95048,717
NSR:Quay:44320,5843
NSR:Quay:91026,3087
14437216,319
NSR:Quay:19555,7565
NSR:Quay:93711,1321
NSR:Quay:47613,768
NSR:Quay:28867,687
NSR:Quay:101765,1296
NSR:Quay:81731,1185
14124472,2036
NSR:Quay:5304,698
NSR:Quay:62124,915
NSR:Quay:24009,915
NSR:Quay:53861,496
NSR:Quay:103141,11070
NSR:Quay:7728,3627
NSR:Quay:22810,621
NSR:Quay:28588,984
NSR:Quay:4274,3519
NSR:Quay:50456,2894
NSR:Quay:57821,2487
NSR:Quay:99917,286
NSR:Quay:87704,756
NSR:Quay:97103,1396
NSR:Quay:66173,1140
NSR:Quay:49889,3959
NSR:Quay:30041,696
NSR:Quay:23347,991
NSR:Quay:49810,3560
NSR:Quay:65868,526
NSR:Quay:55885,519
NSR:Quay:99928,447
NSR:Quay:104954,1317
NSR:Quay:21896,596
NSR:Quay:110381,1245
NSR:Quay:95322,2284
NSR:Quay:84286,1771
NSR:Quay:88746,674
NSR:Quay:78626,328
NSR:Quay:91732,1366
NSR:Quay:51129,1914
NSR:Quay:51774,3932
NSR:Quay:66690,2327
14397639,640
NSR:Quay:56040,873
NSR:Quay:782,3173
NSR:Quay:1569,506
NSR:Quay:94553,1084
NSR:Quay:72037,515
NSR:Quay:74334,881
NSR:Quay:24197,1913
NSR:Quay:39219,398
NSR:Quay:31130,1317
9025900000109971,501
NSR:Quay:90705,489
NSR:Quay:36887,1615
NSR:Quay:93317,1031
NSR:Quay:56082,1844
NSR:Quay:37234,5961
NSR:Quay:91434,1092
NSR:Quay:72689,1348
NSR:Quay:105957,534
NSR:Quay:18388,764
NSR:Quay:48346,612
NSR:Quay:69518,355
NSR:Quay:97384,1113
NSR:Quay:94908,650
NSR:Quay:27988,1143
NSR:Quay:87237,908
14452918,979
NSR:Quay:4140,737
NSR:Quay:19792,555
NSR:Quay:48238,441
NSR:Quay:48573,795
NSR:Quay:82842,1336
NSR:Quay:39095,950
NSR:Quay:82976,1139
NSR:Quay:95418,632
NSR:Quay:106706,2156
NSR:Quay:108512,491
NSR:Quay:24890,1179
NSR:Quay:77428,522
NSR:Quay:92060,2725
NSR:Quay:55260,1087
NSR:Quay:74148,456
14381567,1256
NSR:Quay:96682,1428
NSR:Quay:2642,745
14333715,518
NSR:Quay:89485,353
NSR:Quay:20068,805
NSR:Quay:106016,573
NSR:Quay:14298,739
NSR:Quay:25040,1493
NSR:Quay:76960,660
NSR:Quay:28319,1042
NSR:Quay:25656,480
NSR:Quay:2085,1171
NSR:Quay:98256,1050
NSR:Quay:45895,2856
NSR:Quay:107549,538
NSR:Quay:3739,415
NSR:Quay:24644,1530
NSR:Quay:101867,2151
NSR:Quay:46366,219
NSR:Quay:77310,262
NSR:Quay:102690,409
NSR:Quay:84144,570
NSR:Quay:90015,492
NSR:Quay:71598,1909
NSR:Quay:58108,886
NSR:Quay:46278,543
NSR:Quay:52480,974
NSR:Quay:32493,782
NSR:Quay:105356,3282
NSR:Quay:80279,1066
NSR:Quay:31010,1599
NSR:Quay:94627,301
NSR:Quay:13861,4666
NSR:Quay:107600,1131
NSR:Quay:90033,758
NSR:Quay:31923,392
NSR:Quay:16061,937
NSR:Quay:90224,974
NSR:Quay:93886,3257
NSR:Quay:50189,825
NSR:Quay:38815,2443
NSR:Quay:48817,298
16716,428
NSR:Quay:37886,796
14496989,420
NSR:Quay:102558,885
NSR:Quay:61828,325
NSR:Quay:84056,568
NSR:Quay:78330,363
NSR:Quay:80446,1104
NSR:Quay:68633,409
NSR:Quay:102156,863
NSR:Quay:65164,1560
NSR:Quay:101125,182
NSR:Quay:15161,361
NSR:Quay:103714,1137
NSR:Quay:80567,344
NSR:Quay:74915,801
NSR:Quay:57911,1131
NSR:Quay:40346,3812
NSR:Quay:18779,846
NSR:Quay:30567,1497
NSR:Quay:63925,246
NSR:Quay:31301,178
NSR:Quay:80230,1377
NSR:Quay:74904,571
NSR:Quay:101868,131
NSR:Quay:91160,292
NSR:Quay:55495,252
NSR:Quay:100085,632
NSR:Quay:40465,306
NSR:Quay:89593,941
NSR:Quay:39295,1808
14497007,952
NSR:Quay:91976,341
NSR:Quay:25035,1078
NSR:Quay:57526,667
NSR:Quay:47250,669
14497066,418
NSR:Quay:83324,418
NSR:Quay:62769,85
NSR:Quay:104427,306
NSR:Quay:61234,251
NSR:Quay:93568,485
NSR:Quay:21547,678
NSR:Quay:6695,344
NSR:Quay:98197,381
14313552,341
14497079,751
NSR:Quay:66221,459
NSR:Quay:73585,721
NSR:Quay:52910,795
NSR:Quay:78423,235
NSR:Quay:57010,2353
NSR:Quay:23812,301
NSR:Quay:96871,253
NSR:Quay:93479,571
NSR:Quay:53137,1382
NSR:Quay:97137,202
NSR:Quay:74473,548
NSR:Quay:106600,557
14322454,393
NSR:Quay:17464,369
NSR:Quay:23429,373
NSR:Quay:44740,340
NSR:Quay:100321,279
NSR:Quay:33817,183
NSR:Quay:109225,355
14012005,878
NSR:Quay:80525,374
NSR:Quay:26827,553
NSR:Quay:32607,182
NSR:Quay:56939,191
NSR:Quay:97154,339
NSR:Quay:40837,706
NSR:Quay:80588,405
NSR:Quay:76736,349
NSR:Quay:25316,188
NSR:Quay:74598,613
NSR:Quay:105116,176
NSR:Quay:76168,528
NSR:Quay:25698,366
NSR:Quay:90250,150
NSR:Quay:39225,474
14381357,251
NSR:Quay:36740,212
NSR:Quay:8313,188
NSR:Quay:111295,38
NSR:Quay:61228,269
NSR:Quay:27287,302
NSR:Quay:22508,62
14497089,233
NSR:Quay:81047,200
NSR:Quay:15311,185
NSR:Quay:30475,179
NSR:Quay:62837,168
NSR:Quay:49337,244
NSR:Quay:67454,21
NSR:Quay:18745,296
NSR:Quay:47634,179
NSR:Quay:36516,128
NSR:Quay:14276,134
NSR:Quay:68573,157
NSR:Quay:56084,110
NSR:Quay:103917,92
NSR:Quay:3725,67
NSR:Quay:106273,140
NSR:Quay:18541,79
NSR:Quay:67453,27
NSR:Quay:23112,53
NSR:Quay:90548,96
0621104201,24
NSR:Quay:64233,52
NSR:Quay:64428,52
NSR:Quay:110754,3
NSR:Quay:109645,5775
NSR:Quay:31942,13282
NSR:Quay:73656,12819
NSR:Quay:70748,9493
NSR:Quay:81142,1287
NSR:Quay:25055,12349
NSR:Quay:24615,19207
NSR:Quay:17771,11369
NSR:Quay:7245,96353
NSR:Quay:32213,9157
NSR:Quay:25691,10627
NSR:Quay:27509,1048
NSR:Quay:72461,40587
NSR:Quay:33447,10017
NSR:Quay:15975,2268
NSR:Quay:93903,67260
NSR:Quay:104413,119613
NSR:Quay:48098,13359
NSR:Quay:22926,2751
NSR:Quay:10770,40727
NSR:Quay:10443,10171
NSR:Quay:53034,62747
NSR:Quay:26080,8346
NSR:Quay:54160,49088
NSR:Quay:5756,19764
NSR:Quay:69767,17134
NSR:Quay:1944,4406
NSR:Quay:101060,13365
NSR:Quay:96052,10864
NSR:Quay:91643,44016
NSR:Quay:8456,37887
NSR:Quay:44637,29443
NSR:Quay:102777,4452
NSR:Quay:48932,15240
NSR:Quay:6798,22400
NSR:Quay:71957,26494
NSR:Quay:73626,7415
NSR:Quay:69118,3362
NSR:Quay:7673,46973
NSR:Quay:91442,3241
NSR:Quay:50323,28064
NSR:Quay:6448,105813
NSR:Quay:9252,23093
NSR:Quay:54860,48857
NSR:Quay:46577,1733
NSR:Quay:52100,5204
NSR:Quay:53226,41214
NSR:Quay:13316,2269
NSR:Quay:42388,5149
NSR:Quay:76632,3036
NSR:Quay:7358,64750
NSR:Quay:56749,7459
NSR:Quay:88662,16512
NSR:Quay:96409,16425
NSR:Quay:11206,26459
NSR:Quay:55473,11117
NSR:Quay:51706,16138
NSR:Quay:48530,19789
NSR:Quay:53723,35793
NSR:Quay:24716,16845
NSR:Quay:94118,2673
NSR:Quay:5606,13467
NSR:Quay:28113,4726
NSR:Quay:51607,6208
NSR:Quay:73600,52801
14302683,833
NSR:Quay:26336,7119
NSR:Quay:82761,2950
NSR:Quay:47139,60902
NSR:Quay:17503,1694
NSR:Quay:28723,25809
NSR:Quay:42250,7307
NSR:Quay:11150,40943
NSR:Quay:16484,1671
NSR:Quay:75717,828
NSR:Quay:98029,12926
NSR:Quay:2863,6826
NSR:Quay:66545,5745
NSR:Quay:6814,27512
NSR:Quay:34578,7903
NSR:Quay:71104,848
NSR:Quay:39555,18217
NSR:Quay:51284,35966
NSR:Quay:74587,14489
NSR:Quay:7890,33125
NSR:Quay:26581,17105
NSR:Quay:11279,5499
NSR:Quay:30656,8964
NSR:Quay:31940,25061
NSR:Quay:33550,9918
NSR:Quay:36093,2363
NSR:Quay:33268,1146
NSR:Quay:30418,16027
NSR:Quay:33869,9729
NSR:Quay:34067,9044
NSR:Quay:36406,25771
NSR:Quay:28688,5798
NSR:Quay:33976,16687
NSR:Quay:75800,4311
NSR:Quay:4449,9977
NSR:Quay:3544,5800
NSR:Quay:2399,6291
NSR:Quay:6123,8606
NSR:Quay:66455,5442
NSR:Quay:84522,965
NSR:Quay:107202,4350
NSR:Quay:7789,15740
NSR:Quay:44323,6709
NSR:Quay:3328,11931
NSR:Quay:101985,2226
NSR:Quay:85876,1298
NSR:Quay:50923,2308
NSR:Quay:52556,3114
NSR:Quay:82176,2507
NSR:Quay:79766,6546
NSR:Quay:50264,21419
NSR:Quay:40417,20961
NSR:Quay:41633,6071
NSR:Quay:29246,10679
NSR:Quay:12163,8216
NSR:Quay:94570,2625
NSR:Quay:66488,5395
NSR:Quay:53114,8265
NSR:Quay:103091,2089
NSR:Quay:58170,1047
14011818,5554
NSR:Quay:56956,2355
14381322,1063
NSR:Quay:6073,1295
NSR:Quay:47976,2729
NSR:Quay:98269,6411
NSR:Quay:3481,899
NSR:Quay:45976,586
NSR:Quay:55661,1198
NSR:Quay:101727,8305
NSR:Quay:48601,2691
NSR:Quay:91749,1613
NSR:Quay:107712,5859
NSR:Quay:69765,4682
14322438,9333
NSR:Quay:99703,479
NSR:Quay:57429,2917
NSR:Quay:3001,2936
NSR:Quay:4665,4467
NSR:Quay:89075,2791
NSR:Quay:91522,596
NSR:Quay:4796,5414
NSR:Quay:6559,19499
NSR:Quay:67583,1355
NSR:Quay:6864,2858
NSR:Quay:6099,9666
NSR:Quay:38967,3012
NSR:Quay:69323,5940
NSR:Quay:69783,5018
NSR:Quay:14920,2428
NSR:Quay:44887,3709
NSR:Quay:32854,13380
NSR:Quay:61267,1309
NSR:Quay:57002,2355
NSR:Quay:9690,10196
NSR:Quay:49702,1713
NSR:Quay:105965,535
NSR:Quay:74454,2226
NSR:Quay:95842,5752
NSR:Quay:13382,873
NSR:Quay:49479,1029
NSR:Quay:24808,7181
NSR:Quay:51308,6942
NSR:Quay:36366,5101
NSR:Quay:96945,240
NSR:Quay:28015,14339
NSR:Quay:23013,2468
NSR:Quay:49630,1430
NSR:Quay:33442,1745
NSR:Quay:92345,1241
NSR:Quay:43740,950
NSR:Quay:47469,827
NSR:Quay:9473,4230
NSR:Quay:84960,3925
NSR:Quay:48190,5260
NSR:Quay:42255,7308
NSR:Quay:6069,756
NSR:Quay:32479,10140
NSR:Quay:105687,1557
NSR:Quay:87393,2196
NSR:Quay:50863,4609
NSR:Quay:27336,1150
NSR:Quay:22462,374
NSR:Quay:67364,3048
NSR:Quay:5582,1621
NSR:Quay:85613,1898
NSR:Quay:28378,771
NSR:Quay:98127,454
NSR:Quay:40481,8686
NSR:Quay:58001,2491
NSR:Quay:86180,1363
NSR:Quay:5896,11309
NSR:Quay:21372,996
NSR:Quay:23755,1578
14291663,1175
NSR:Quay:20638,1071
NSR:Quay:8441,5149
NSR:Quay:93475,1000
NSR:Quay:91733,1362
NSR:Quay:31815,1703
NSR:Quay:57344,2666
NSR:Quay:53625,4369
NSR:Quay:91715,936
NSR:Quay:32525,1339
NSR:Quay:81862,1482
NSR:Quay:30045,3627
NSR:Quay:106434,928
NSR:Quay:78163,9029
NSR:Quay:27086,1837
NSR:Quay:25361,1578
NSR:Quay:12859,5619
NSR:Quay:3756,1923
NSR:Quay:46885,918
NSR:Quay:50288,5275
NSR:Quay:96382,239
NSR:Quay:18282,1362
NSR:Quay:67874,2671
NSR:Quay:19546,559
NSR:Quay:65204,1477
NSR:Quay:29845,3603
NSR:Quay:97484,1012
NSR:Quay:85695,2682
NSR:Quay:108505,865
NSR:Quay:57653,1246
NSR:Quay:105561,6537
NSR:Quay:97554,370
NSR:Quay:103623,4372
NSR:Quay:52169,1120
NSR:Quay:106887,7394
NSR:Quay:105893,3183
NSR:Quay:66700,1005
NSR:Quay:74373,1702
NSR:Quay:5439,527
NSR:Quay:53432,2807
NSR:Quay:57878,4361
NSR:Quay:29537,191
NSR:Quay:85552,2863
NSR:Quay:8849,2835
NSR:Quay:65687,1812
NSR:Quay:42722,1527
NSR:Quay:66983,520
NSR:Quay:326,4887
NSR:Quay:56218,2309
NSR:Quay:19665,558
NSR:Quay:27439,1232
NSR:Quay:70342,3333
NSR:Quay:24000,395
14381534,1556
NSR:Quay:49593,2443
NSR:Quay:95624,3073
NSR:Quay:51178,1990
NSR:Quay:97673,2312
NSR:Quay:97232,564
NSR:Quay:40278,4613
NSR:Quay:40261,212
NSR:Quay:97979,1702
NSR:Quay:71942,1012
NSR:Quay:77742,1052
NSR:Quay:108366,1963
NSR:Quay:95801,2981
NSR:Quay:34844,903
NSR:Quay:30679,9615
NSR:Quay:31908,901
NSR:Quay:35636,343
NSR:Quay:26660,4418
NSR:Quay:77503,507
NSR:Quay:35334,1337
NSR:Quay:41819,572
NSR:Quay:92543,1171
NSR:Quay:66349,1129
NSR:Quay:23033,416
NSR:Quay:42439,1561
NSR:Quay:68976,1358
NSR:Quay:49857,3502
NSR:Quay:101107,209
14322284,1135
NSR:Quay:82649,722
NSR:Quay:85961,2983
NSR:Quay:77042,1770
NSR:Quay:84380,1295
NSR:Quay:50390,1907
NSR:Quay:66843,1461
NSR:Quay:61971,1638
16704,373
NSR:Quay:21254,285
NSR:Quay:2484,2497
NSR:Quay:17491,494
NSR:Quay:6352,760
NSR:Quay:107064,543
NSR:Quay:14786,537
NSR:Quay:38255,1300
NSR:Quay:87805,1603
NSR:Quay:17320,1166
NSR:Quay:25613,593
NSR:Quay:70982,1569
NSR:Quay:15577,186
NSR:Quay:53716,766
NSR:Quay:102281,1201
NSR:Quay:27583,885
NSR:Quay:94792,1888
NSR:Quay:94309,608
NSR:Quay:104887,421
